location,temperature,rainfall,humidity,pressure,soil_moisture,elevation
Pune,27.2,0.0,34,1012.7,0.24,556.0
Pune,28.3,0.0,35,1013.2,0.24,556.0
Pune,28.0,0.0,35,1013.2,0.24,556.0
Pune,26.6,0.0,26,1012.4,0.24,556.0
Pune,25.1,0.0,35,1012.3,0.24,556.0
Pune,25.0,0.0,48,1012.4,0.24,556.0
Pune,26.8,0.0,47,1012.1,0.24,556.0
Pune,28.3,0.0,41,1010.9,0.24,556.0
Pune,29.1,0.0,41,1009.4,0.24,556.0
Pune,26.0,5.6,69,1010.8,0.266,556.0
Pune,26.8,0.8,63,1011.5,0.254,556.0
Pune,27.0,0.1,58,1012.9,0.256,556.0
Pune,26.6,0.4,56,1012.3,0.262,556.0
Pune,27.4,0.3,50,1010.9,0.268,556.0
Pune,28.2,0.1,44,1011.6,0.264,556.0
Pune,27.7,0.2,42,1012.1,0.26,556.0
Pune,28.6,0.0,34,1011.4,0.253,556.0
Pune,28.9,0.0,32,1010.0,0.252,556.0
Pune,29.2,0.0,39,1010.3,0.25,556.0
Pune,29.5,0.0,36,1010.8,0.249,556.0
Pune,29.2,0.0,33,1011.7,0.241,556.0
Pune,28.2,0.0,46,1012.1,0.235,556.0
Pune,27.7,0.0,38,1011.4,0.237,556.0
Pune,26.5,0.0,37,1012.6,0.236,556.0
Pune,27.5,0.0,38,1011.7,0.235,556.0
Pune,29.1,0.0,37,1011.7,0.237,556.0
Pune,30.3,0.0,33,1012.6,0.235,556.0
Pune,30.2,0.0,39,1011.5,0.235,556.0
Pune,30.2,0.0,43,1010.3,0.237,556.0
Pune,30.7,0.0,37,1010.6,0.239,556.0
Pune,30.1,0.0,48,1011.0,0.239,556.0
Pune,29.5,0.0,55,1010.2,0.239,556.0
Pune,30.0,0.0,52,1009.8,0.239,556.0
Pune,30.1,0.0,51,1010.4,0.239,556.0
Pune,31.2,0.0,43,1010.0,0.237,556.0
Pune,31.1,0.0,32,1009.3,0.237,556.0
Pune,29.1,0.0,33,1010.3,0.24,556.0
Pune,29.4,0.0,45,1009.6,0.24,556.0
Pune,29.5,0.0,44,1009.7,0.242,556.0
Pune,29.2,0.0,49,1009.0,0.24,556.0
Pune,27.6,0.0,49,1010.2,0.234,556.0
Pune,28.3,0.0,42,1010.3,0.234,556.0
Pune,28.2,0.0,56,1011.4,0.234,556.0
Pune,30.3,0.0,45,1009.6,0.234,556.0
Pune,29.6,0.0,58,1010.2,0.234,556.0
Pune,28.8,0.2,64,1011.2,0.233,556.0
Pune,29.0,0.0,62,1010.8,0.235,556.0
Pune,29.4,0.0,58,1009.5,0.234,556.0
Pune,30.1,0.0,50,1009.2,0.237,556.0
Pune,29.8,0.0,43,1010.3,0.238,556.0
Pune,30.3,0.0,50,1009.3,0.24,556.0
Pune,30.8,0.0,43,1008.3,0.238,556.0
Pune,30.2,0.0,39,1009.1,0.241,556.0
Pune,29.4,0.0,49,1009.3,0.237,556.0
Pune,30.0,0.0,50,1009.5,0.234,556.0
Pune,30.5,0.0,48,1009.3,0.237,556.0
Pune,30.0,0.0,44,1009.7,0.237,556.0
Pune,30.7,0.0,32,1008.6,0.237,556.0
Pune,29.8,0.0,54,1008.2,0.237,556.0
Pune,30.1,1.5,56,1008.2,0.239,556.0
Pune,29.6,0.0,57,1007.7,0.263,556.0
Pune,29.5,0.1,61,1007.9,0.261,556.0
Pune,29.4,0.0,57,1007.0,0.258,556.0
Pune,28.3,0.1,61,1006.6,0.258,556.0
Pune,27.6,0.1,65,1006.1,0.256,556.0
Pune,27.9,0.0,63,1006.4,0.254,556.0
Pune,28.6,0.0,61,1007.5,0.249,556.0
Pune,28.8,0.0,56,1008.5,0.244,556.0
Pune,29.7,0.0,51,1008.2,0.242,556.0
Pune,29.7,0.0,58,1008.8,0.24,556.0
Pune,30.0,0.1,55,1009.2,0.229,556.0
Pune,29.2,0.1,57,1009.7,0.226,556.0
Pune,28.5,0.0,56,1008.9,0.221,556.0
Pune,28.4,0.0,60,1008.1,0.216,556.0
Pune,28.6,0.0,62,1008.4,0.21,556.0
Pune,29.1,0.0,60,1008.7,0.227,556.0
Pune,28.8,3.6,63,1009.4,0.229,556.0
Pune,25.1,11.3,84,1010.0,0.371,556.0
Pune,24.7,36.0,85,1006.2,0.438,556.0
Pune,23.0,71.4,91,1000.6,0.508,556.0
Pune,24.8,1.1,82,1007.3,0.489,556.0
Pune,25.1,1.3,81,1008.1,0.46,556.0
Pune,25.0,1.1,80,1007.7,0.43,556.0
Pune,25.2,0.7,79,1007.8,0.4,556.0
Pune,24.6,1.1,82,1008.0,0.411,556.0
Pune,25.4,2.0,80,1007.8,0.417,556.0
Pune,25.3,5.0,82,1006.6,0.428,556.0
Pune,25.1,10.8,82,1004.4,0.434,556.0
Pune,25.3,3.4,83,1002.5,0.415,556.0
Pune,24.7,9.2,86,1003.1,0.491,556.0
Pune,25.2,5.8,86,1004.4,0.492,556.0
Pune,25.0,9.1,87,1004.0,0.492,556.0
Pune,24.4,39.1,90,1003.3,0.507,556.0
Pune,23.4,55.3,92,1004.1,0.512,556.0
Pune,24.4,5.3,87,1005.9,0.495,556.0
Pune,25.2,0.4,83,1007.5,0.47,556.0
Pune,25.3,1.2,81,1008.0,0.449,556.0
Pune,25.0,1.9,82,1006.5,0.436,556.0
Pune,25.0,0.1,81,1005.4,0.418,556.0
Pune,25.0,0.4,80,1006.5,0.398,556.0
Pune,25.3,4.3,82,1006.8,0.4,556.0
Pune,25.5,11.7,83,1005.8,0.431,556.0
Pune,24.7,15.4,89,1005.9,0.503,556.0
Pune,25.3,3.8,86,1006.3,0.501,556.0
Pune,25.3,6.4,85,1006.3,0.486,556.0
Pune,24.4,50.7,89,1005.4,0.498,556.0
Pune,24.6,16.9,88,1004.4,0.498,556.0
Pune,24.5,5.8,85,1005.5,0.493,556.0
Pune,25.1,3.6,83,1004.6,0.483,556.0
Pune,24.4,13.7,86,1004.0,0.493,556.0
Pune,23.8,49.5,91,1002.1,0.511,556.0
Pune,24.1,9.8,88,1002.4,0.501,556.0
Pune,24.3,6.6,86,1001.8,0.502,556.0
Pune,24.5,14.3,88,1003.7,0.501,556.0
Pune,24.3,11.5,89,1006.3,0.501,556.0
Pune,24.1,4.0,88,1006.0,0.497,556.0
Pune,23.8,9.1,88,1006.6,0.501,556.0
Pune,24.4,1.9,85,1006.4,0.484,556.0
Pune,24.3,3.4,85,1006.5,0.482,556.0
Pune,24.2,17.9,88,1005.6,0.492,556.0
Pune,24.0,25.2,90,1004.9,0.507,556.0
Pune,23.7,22.8,91,1003.1,0.51,556.0
Pune,23.6,10.1,87,1001.1,0.498,556.0
Pune,23.9,3.4,86,1002.1,0.485,556.0
Pune,24.6,0.5,84,1005.7,0.464,556.0
Pune,24.8,0.6,83,1007.0,0.451,556.0
Pune,24.6,3.7,86,1005.6,0.468,556.0
Pune,24.5,7.9,86,1006.8,0.484,556.0
Pune,24.9,9.4,86,1007.6,0.492,556.0
Pune,24.2,5.1,88,1007.1,0.482,556.0
Pune,23.3,10.3,93,1007.7,0.508,556.0
Pune,24.0,6.6,87,1008.0,0.496,556.0
Pune,24.4,6.0,85,1009.0,0.49,556.0
Pune,24.1,7.1,85,1009.1,0.49,556.0
Pune,24.5,1.0,85,1007.6,0.485,556.0
Pune,24.1,12.3,89,1005.9,0.5,556.0
Pune,24.5,5.9,87,1005.8,0.499,556.0
Pune,24.6,17.9,88,1005.5,0.499,556.0
Pune,25.0,6.3,85,1005.0,0.497,556.0
Pune,25.0,7.5,83,1004.0,0.487,556.0
Pune,24.1,20.2,87,1001.8,0.493,556.0
Pune,23.4,35.0,91,998.5,0.512,556.0
Pune,23.8,37.6,91,996.5,0.513,556.0
Pune,24.1,15.0,88,998.5,0.509,556.0
Pune,24.3,6.8,86,1004.6,0.502,556.0
Pune,24.3,4.4,84,1006.2,0.485,556.0
Pune,23.9,2.1,85,1005.5,0.479,556.0
Pune,23.4,11.0,88,1005.7,0.489,556.0
Pune,23.5,7.4,88,1007.3,0.498,556.0
Pune,23.4,19.8,87,1007.9,0.498,556.0
Pune,22.9,21.3,90,1005.6,0.511,556.0
Pune,22.8,24.3,91,1003.7,0.514,556.0
Pune,22.9,31.8,91,1004.3,0.51,556.0
Pune,22.9,16.9,90,1005.0,0.513,556.0
Pune,22.9,11.8,91,1004.8,0.508,556.0
Pune,23.5,3.5,86,1006.2,0.498,556.0
Pune,23.8,3.9,85,1005.3,0.494,556.0
Pune,23.3,6.4,88,1004.7,0.498,556.0
Pune,23.6,7.7,88,1005.9,0.502,556.0
Pune,24.0,5.2,86,1006.7,0.501,556.0
Pune,23.8,5.2,85,1007.3,0.495,556.0
Pune,23.9,3.3,84,1008.2,0.489,556.0
Pune,23.9,0.5,83,1010.4,0.474,556.0
Pune,24.0,0.8,82,1010.2,0.461,556.0
Pune,23.6,0.9,84,1008.7,0.456,556.0
Pune,23.0,6.4,89,1007.4,0.474,556.0
Pune,23.1,4.0,88,1006.9,0.485,556.0
Pune,23.2,2.0,87,1007.6,0.476,556.0
Pune,23.6,2.4,85,1009.6,0.464,556.0
Pune,23.7,1.6,85,1010.5,0.455,556.0
Pune,24.3,0.8,84,1009.5,0.443,556.0
Pune,24.5,4.4,86,1008.8,0.463,556.0
Pune,25.6,5.3,83,1008.4,0.455,556.0
Pune,25.6,8.1,85,1007.5,0.46,556.0
Pune,25.7,11.2,85,1007.3,0.471,556.0
Pune,24.4,18.8,88,1008.7,0.504,556.0
Pune,24.4,18.2,88,1008.7,0.5,556.0
Pune,25.1,7.1,86,1006.8,0.501,556.0
Pune,24.6,9.9,89,1005.3,0.499,556.0
Pune,24.6,18.1,88,1005.1,0.503,556.0
Pune,23.7,4.6,86,1007.3,0.499,556.0
Pune,23.2,1.2,85,1008.8,0.472,556.0
Pune,23.5,6.8,86,1008.0,0.473,556.0
Pune,23.5,3.5,88,1007.8,0.463,556.0
Pune,23.6,9.7,90,1008.1,0.479,556.0
Pune,23.5,9.3,90,1008.4,0.492,556.0
Pune,23.4,9.3,90,1007.1,0.494,556.0
Pune,23.7,17.4,91,1004.9,0.501,556.0
Pune,23.9,32.3,91,1003.1,0.503,556.0
Pune,24.7,14.3,88,1002.1,0.501,556.0
Pune,24.2,15.9,89,1002.8,0.504,556.0
Pune,23.7,6.3,89,1005.8,0.5,556.0
Pune,24.5,4.7,87,1008.9,0.494,556.0
Pune,23.8,6.6,88,1009.1,0.496,556.0
Pune,23.4,0.0,83,1009.2,0.48,556.0
Pune,23.2,0.4,83,1010.3,0.459,556.0
Pune,23.0,1.0,85,1010.6,0.443,556.0
Pune,23.2,1.7,86,1009.7,0.431,556.0
Pune,23.5,1.0,84,1009.3,0.414,556.0
Pune,23.9,0.0,82,1009.5,0.392,556.0
Pune,24.0,1.7,85,1009.5,0.388,556.0
Pune,24.7,0.1,82,1009.9,0.377,556.0
Pune,24.1,2.7,85,1011.1,0.365,556.0
Pune,23.6,0.7,86,1010.5,0.359,556.0
Pune,24.3,0.0,78,1010.0,0.348,556.0
Pune,24.9,0.0,76,1010.5,0.331,556.0
Pune,25.2,0.0,74,1009.7,0.314,556.0
Pune,25.5,0.5,75,1009.5,0.299,556.0
Pune,25.0,20.5,86,1008.8,0.407,556.0
Pune,23.2,36.6,93,1007.5,0.505,556.0
Pune,23.8,6.1,87,1005.0,0.495,556.0
Pune,24.6,15.1,88,1004.9,0.489,556.0
Pune,23.7,42.4,92,1004.5,0.506,556.0
Pune,23.8,6.3,86,1002.4,0.506,556.0
Pune,24.2,2.6,83,1004.5,0.497,556.0
Pune,24.0,1.6,83,1007.6,0.483,556.0
Pune,23.6,16.9,88,1009.4,0.493,556.0
Pune,23.6,3.9,90,1009.3,0.495,556.0
Pune,24.2,1.2,88,1009.0,0.48,556.0
Pune,24.2,5.8,89,1009.1,0.487,556.0
Pune,23.7,6.4,90,1008.5,0.489,556.0
Pune,23.9,2.6,88,1008.9,0.479,556.0
Pune,23.0,13.4,89,1010.8,0.492,556.0
Pune,23.1,4.1,88,1012.4,0.483,556.0
Pune,23.6,1.1,82,1013.2,0.46,556.0
Pune,23.4,0.0,79,1012.6,0.44,556.0
Pune,23.0,0.2,77,1013.0,0.423,556.0
Pune,22.9,0.0,74,1013.5,0.403,556.0
Pune,23.1,0.0,69,1013.1,0.383,556.0
Pune,23.4,0.0,69,1013.2,0.369,556.0
Pune,23.9,0.1,70,1013.9,0.355,556.0
Pune,24.0,0.0,67,1014.7,0.35,556.0
Pune,24.0,0.0,63,1014.4,0.333,556.0
Pune,23.2,0.0,61,1014.1,0.322,556.0
Pune,22.4,0.0,58,1015.1,0.316,556.0
Pune,21.5,0.0,55,1016.3,0.3,556.0
Pune,22.3,0.0,65,1016.5,0.3,556.0
Pune,22.4,0.0,63,1016.7,0.293,556.0
Pune,20.9,0.0,57,1015.5,0.286,556.0
Pune,19.6,0.0,55,1013.7,0.281,556.0
Pune,19.4,0.0,53,1014.5,0.278,556.0
Pune,20.6,0.0,61,1015.1,0.263,556.0
Pune,23.3,0.2,73,1014.0,0.256,556.0
Pune,24.4,0.1,68,1012.4,0.253,556.0
Pune,24.4,0.1,63,1012.8,0.254,556.0
Pune,24.1,0.0,68,1013.3,0.253,556.0
Pune,24.2,0.0,70,1011.9,0.256,556.0
Pune,24.6,0.2,74,1012.0,0.26,556.0
Pune,24.9,0.2,75,1012.1,0.256,556.0
Pune,24.6,0.5,72,1013.5,0.252,556.0
Pune,24.2,0.1,68,1013.8,0.256,556.0
Pune,23.7,0.2,68,1014.7,0.259,556.0
Pune,23.8,0.0,61,1014.6,0.256,556.0
Pune,22.8,0.0,67,1013.4,0.264,556.0
Pune,22.5,0.0,56,1013.0,0.263,556.0
Pune,22.1,0.0,56,1013.6,0.263,556.0
Pune,22.5,2.4,59,1015.4,0.266,556.0
Pune,21.7,0.3,73,1015.3,0.264,556.0
Pune,23.5,0.0,68,1015.3,0.26,556.0
Pune,23.9,0.7,70,1015.3,0.261,556.0
Pune,24.0,0.0,67,1015.3,0.262,556.0
Pune,22.6,0.0,63,1013.9,0.259,556.0
Pune,21.5,0.0,56,1013.6,0.258,556.0
Pune,21.3,0.0,50,1013.0,0.261,556.0
Pune,21.0,0.0,50,1013.7,0.26,556.0
Pune,20.2,0.0,50,1015.0,0.265,556.0
Pune,20.7,0.0,55,1016.2,0.263,556.0
Pune,22.2,0.0,57,1015.6,0.26,556.0
Pune,23.5,0.0,55,1014.0,0.258,556.0
Pune,24.2,0.0,59,1013.4,0.254,556.0
Pune,22.5,0.6,81,1013.8,0.254,556.0
Pune,23.6,0.0,66,1013.0,0.254,556.0
Pune,22.5,0.4,77,1012.1,0.264,556.0
Pune,20.8,2.6,91,1013.1,0.318,556.0
Pune,22.9,0.0,72,1014.4,0.342,556.0
Pune,22.0,0.0,68,1015.4,0.328,556.0
Pune,22.1,0.0,64,1015.6,0.315,556.0
Pune,21.5,0.0,61,1015.6,0.301,556.0
Pune,20.9,0.0,60,1016.4,0.294,556.0
Pune,19.7,0.0,52,1016.6,0.286,556.0
Pune,18.6,0.0,48,1015.2,0.274,556.0
Pune,19.0,0.0,47,1014.1,0.267,556.0
Pune,19.7,0.0,52,1012.6,0.253,556.0
Pune,20.0,0.0,57,1012.1,0.262,556.0
Pune,21.0,0.0,59,1013.4,0.26,556.0
Pune,21.8,0.0,62,1014.4,0.254,556.0
Pune,22.1,0.0,66,1013.3,0.249,556.0
Pune,21.6,0.0,66,1012.9,0.242,556.0
Pune,21.6,0.0,64,1012.5,0.243,556.0
Pune,21.7,0.0,59,1012.8,0.246,556.0
Pune,22.8,0.0,62,1013.3,0.253,556.0
Pune,23.7,0.0,66,1013.3,0.251,556.0
Pune,23.3,0.0,59,1013.3,0.255,556.0
Pune,22.7,1.9,59,1011.7,0.258,556.0
Pune,21.9,3.9,81,1012.2,0.278,556.0
Pune,22.2,1.3,78,1013.2,0.282,556.0
Pune,23.3,2.4,74,1012.5,0.287,556.0
Pune,22.2,0.3,84,1010.8,0.304,556.0
Pune,22.4,2.0,83,1010.6,0.319,556.0
Pune,23.0,2.8,82,1011.3,0.339,556.0
Pune,23.6,0.0,69,1012.0,0.358,556.0
Pune,23.6,0.0,65,1013.6,0.34,556.0
Pune,23.2,0.0,59,1013.9,0.323,556.0
Pune,23.1,0.0,61,1013.3,0.308,556.0
Pune,23.3,0.0,58,1012.1,0.291,556.0
Pune,22.8,0.0,57,1011.4,0.284,556.0
Pune,23.6,0.0,62,1010.3,0.276,556.0
Pune,24.9,0.0,60,1011.2,0.272,556.0
Pune,24.9,0.0,60,1012.4,0.269,556.0
Pune,24.1,0.0,61,1012.9,0.27,556.0
Pune,23.2,0.0,60,1013.7,0.27,556.0
Pune,22.2,0.0,59,1013.2,0.266,556.0
Pune,22.5,0.0,59,1012.6,0.262,556.0
Pune,23.0,0.0,56,1013.0,0.262,556.0
Pune,22.6,0.0,58,1013.8,0.258,556.0
Pune,22.2,0.0,57,1014.2,0.256,556.0
Pune,22.0,0.0,54,1013.4,0.253,556.0
Pune,21.9,0.0,56,1013.3,0.253,556.0
Pune,22.2,0.0,56,1013.7,0.249,556.0
Pune,22.5,0.0,52,1014.8,0.25,556.0
Pune,22.0,0.0,51,1014.3,0.252,556.0
Pune,22.2,0.0,54,1014.9,0.255,556.0
Pune,22.6,0.0,55,1016.7,0.256,556.0
Pune,22.7,0.0,41,1016.5,0.255,556.0
Pune,21.7,0.0,43,1015.5,0.262,556.0
Pune,21.9,0.0,45,1014.9,0.252,556.0
Pune,21.4,0.0,51,1014.4,0.255,556.0
Pune,20.9,0.0,48,1014.6,0.247,556.0
Pune,20.6,0.0,43,1015.8,0.245,556.0
Pune,21.3,0.0,38,1015.7,0.246,556.0
Pune,21.0,0.0,36,1014.3,0.247,556.0
Pune,21.9,0.0,36,1013.0,0.242,556.0
Pune,22.3,0.0,37,1012.1,0.239,556.0
Pune,23.0,0.0,42,1012.7,0.241,556.0
Pune,23.6,0.0,47,1013.7,0.241,556.0
Pune,23.6,0.0,47,1013.6,0.241,556.0
Pune,23.1,0.0,55,1012.6,0.241,556.0
Pune,22.9,0.0,63,1012.3,0.24,556.0
Pune,23.5,0.0,58,1012.2,0.24,556.0
Pune,22.1,2.6,62,1014.2,0.245,556.0
Pune,20.8,0.2,62,1016.2,0.252,556.0
Pune,22.0,0.0,48,1015.2,0.253,556.0
Pune,22.8,0.2,51,1015.4,0.257,556.0
Pune,23.3,0.6,57,1015.3,0.257,556.0
Pune,24.8,0.0,48,1013.5,0.256,556.0
Pune,25.5,0.0,44,1012.5,0.251,556.0
Pune,25.7,0.0,41,1012.7,0.248,556.0
Pune,25.6,0.0,41,1011.6,0.248,556.0
Pune,26.2,0.0,38,1010.8,0.244,556.0
Pune,27.1,0.0,32,1011.4,0.245,556.0
Pune,27.4,0.0,32,1013.9,0.241,556.0
Pune,26.8,0.0,28,1014.1,0.241,556.0
Pune,26.7,0.0,26,1012.7,0.241,556.0
Pune,26.3,0.0,26,1012.9,0.24,556.0
Pune,26.6,0.0,28,1013.5,0.24,556.0
Pune,26.5,0.0,34,1013.4,0.24,556.0
Pune,26.5,0.0,27,1012.7,0.24,556.0
Pune,26.8,0.0,28,1012.7,0.24,556.0
Pune,27.7,0.0,30,1013.0,0.24,556.0
Pune,27.2,0.0,32,1012.5,0.24,556.0
Pune,27.0,0.0,36,1012.7,0.24,556.0
Pune,27.2,0.0,33,1013.9,0.24,556.0
Pune,27.7,0.0,30,1013.5,0.24,556.0
Pune,27.8,0.0,31,1011.4,0.24,556.0
Pune,27.8,0.0,30,1011.1,0.24,556.0
Pune,27.6,0.0,30,1011.1,0.24,556.0
Pune,28.2,0.0,30,1010.1,0.24,556.0
Pune,28.0,0.0,32,1010.5,0.24,556.0
Pune,27.2,0.0,30,1010.7,0.24,556.0
Pune,27.0,0.0,37,1009.6,0.24,556.0
Pune,26.7,0.1,47,1010.0,0.24,556.0
Pune,26.9,0.0,43,1012.3,0.241,556.0
Pune,26.5,1.6,50,1013.2,0.245,556.0
Pune,27.6,0.0,41,1012.7,0.242,556.0
Pune,28.9,0.0,25,1011.4,0.241,556.0
Pune,28.9,0.0,24,1010.6,0.241,556.0
Pune,29.2,0.0,23,1010.0,0.24,556.0
Pune,28.9,0.0,30,1009.4,0.24,556.0
Pune,29.3,0.0,31,1008.8,0.24,556.0
Pune,27.4,0.0,30,1008.6,0.242,556.0
Pune,27.9,0.0,27,1007.8,0.243,556.0
Pune,26.7,0.0,40,1007.8,0.242,556.0
Pune,26.5,0.0,51,1007.9,0.24,556.0
Pune,26.4,0.0,61,1009.5,0.241,556.0
Pune,27.8,0.0,52,1010.8,0.24,556.0
Pune,29.2,0.0,43,1010.4,0.24,556.0
Pune,30.2,0.0,29,1010.3,0.242,556.0
Pune,30.1,0.0,26,1010.5,0.24,556.0
Pune,28.8,0.0,49,1009.5,0.24,556.0
Pune,28.9,0.0,40,1009.2,0.24,556.0
Pune,29.6,0.1,35,1010.8,0.24,556.0
Pune,30.2,0.0,33,1011.8,0.241,556.0
Pune,29.4,0.0,39,1012.5,0.24,556.0
Pune,29.2,0.0,37,1011.9,0.24,556.0
Pune,27.3,0.1,46,1011.7,0.241,556.0
Pune,27.3,0.0,47,1011.1,0.24,556.0
Pune,28.2,0.0,36,1010.4,0.241,556.0
Pune,29.2,0.0,40,1011.4,0.24,556.0
Pune,29.8,0.0,36,1011.5,0.24,556.0
Pune,28.5,0.0,46,1010.4,0.241,556.0
Pune,27.9,0.0,41,1009.6,0.235,556.0
Pune,27.3,0.0,47,1011.5,0.235,556.0
Pune,28.9,0.0,36,1010.8,0.236,556.0
Pune,28.4,0.0,30,1010.8,0.23,556.0
Pune,28.5,0.0,41,1010.2,0.226,556.0
Pune,30.1,0.0,43,1009.2,0.226,556.0
Pune,29.0,0.1,46,1009.4,0.227,556.0
Pune,28.9,0.1,52,1010.5,0.227,556.0
Pune,29.1,0.1,49,1010.9,0.228,556.0
Pune,29.0,0.1,52,1010.4,0.226,556.0
Pune,29.0,0.1,53,1009.4,0.231,556.0
Pune,28.8,0.2,45,1009.0,0.235,556.0
Pune,27.7,2.8,57,1009.9,0.265,556.0
Pune,28.6,0.0,53,1009.3,0.278,556.0
Pune,29.2,0.0,51,1008.6,0.269,556.0
Pune,29.9,0.0,47,1008.5,0.261,556.0
Pune,29.8,0.0,50,1009.3,0.254,556.0
Pune,28.7,0.1,58,1010.5,0.25,556.0
Pune,30.2,0.6,51,1008.7,0.248,556.0
Pune,29.1,0.3,54,1008.3,0.247,556.0
Pune,29.1,0.0,48,1007.8,0.245,556.0
Pune,28.1,0.0,55,1008.5,0.24,556.0
Pune,27.7,0.1,62,1006.8,0.241,556.0
Pune,28.2,0.0,58,1006.1,0.239,556.0
Pune,29.6,0.8,55,1004.1,0.239,556.0
Pune,30.7,1.9,53,1001.5,0.245,556.0
Pune,25.0,33.3,81,1000.7,0.363,556.0
Pune,24.5,19.1,82,1002.7,0.483,556.0
Pune,25.5,0.3,79,1005.3,0.434,556.0
Pune,24.9,3.5,83,1006.5,0.426,556.0
Pune,25.3,0.5,74,1008.5,0.403,556.0
Pune,26.2,0.4,70,1008.7,0.374,556.0
Pune,25.6,0.2,75,1008.4,0.348,556.0
Pune,25.6,2.8,78,1009.8,0.332,556.0
Pune,26.3,0.2,74,1009.5,0.316,556.0
Pune,26.5,0.6,74,1007.8,0.306,556.0
Pune,26.1,0.0,68,1007.0,0.291,556.0
Pune,26.1,0.0,72,1007.6,0.277,556.0
Pune,27.0,0.0,70,1008.0,0.268,556.0
Pune,27.1,1.1,71,1008.9,0.268,556.0
Pune,25.8,5.4,81,1008.6,0.36,556.0
